active;cases;casesPerOneMillion;country;critical;date;deaths;recovered;todayCases;todayDeaths
16;20;0.0;Bangladesh;1;2020-03-20;1;3;2;0
18;20;0.0;Cameroon;0;2020-03-20;0;2;7;0
16;19;6.0;Jamaica;0;2020-03-20;1;2;4;0
18;18;0.0;DRC;0;2020-03-20;0;0;4;0
18;18;3.0;Paraguay;1;2020-03-20;0;0;5;0
7;17;26.0;Macao;0;2020-03-20;0;10;0;0
17;17;1.0;Rwanda;0;2020-03-20;0;0;6;0
16;16;1.0;Bolivia;0;2020-03-20;0;0;1;0
16;16;0.0;Ghana;0;2020-03-20;0;0;5;0
14;15;19.0;Guyana;0;2020-03-20;1;0;10;0
15;15;50.0;French Guiana;0;2020-03-20;0;0;0;0
14;14;83.0;Guam;0;2020-03-20;0;0;2;0
14;14;22.0;Montenegro;0;2020-03-20;0;0;1;0
14;14;5.0;Puerto Rico;0;2020-03-20;0;0;8;0
11;13;24.0;Maldives;0;2020-03-20;0;2;0;0
11;12;0.0;Guatemala;0;2020-03-20;1;0;3;0
11;12;0.0;Nigeria;0;2020-03-20;0;1;0;0
12;12;69.0;Channel Islands;0;2020-03-20;0;0;1;0
12;12;9.0;Mauritius;0;2020-03-20;0;0;5;0
11;11;280.0;Monaco;0;2020-03-20;0;0;1;0
11;11;39.0;French Polynesia;0;2020-03-20;0;0;5;0
8;10;297.0;Gibraltar;0;2020-03-20;0;2;0;0
8;9;0.0;Ivory Coast;0;2020-03-20;0;1;0;0
9;9;0.0;Ethiopia;0;2020-03-20;0;0;2;0
9;9;1.0;Togo;0;2020-03-20;0;0;8;0
9;9;6.0;Trinidad and Tobago;0;2020-03-20;0;0;0;0
7;7;0.0;Kenya;0;2020-03-20;0;0;0;0
7;7;71.0;Seychelles;0;2020-03-20;0;0;1;0
6;6;21.0;Barbados;0;2020-03-20;0;0;1;0
6;6;4.0;Equatorial Guinea;0;2020-03-20;0;0;0;0
6;6;0.0;Kyrgyzstan;0;2020-03-20;0;0;3;0
6;6;22.0;Mayotte;0;2020-03-20;0;0;2;0
6;6;2.0;Mongolia;0;2020-03-20;0;0;0;0
6;6;0.0;Tanzania;0;2020-03-20;0;0;0;0
4;5;47.0;Aruba;0;2020-03-20;0;1;0;0
3;4;2.0;Gabon;0;2020-03-20;1;0;1;1
4;4;10.0;Bahamas;0;2020-03-20;0;0;1;0
4;4;103.0;Saint Martin;0;2020-03-20;0;0;1;0
4;4;7.0;Suriname;0;2020-03-20;0;0;3;0
2;3;46.0;Cayman Islands;0;2020-03-20;1;0;0;0
2;3;18.0;Curaçao;0;2020-03-20;1;0;0;0
3;3;0.0;CAR;0;2020-03-20;0;0;2;0
3;3;0.0;Congo;0;2020-03-20;0;0;0;0
3;3;0.0;Madagascar;0;2020-03-20;0;0;3;0
3;3;1.0;Namibia;0;2020-03-20;0;0;0;0
3;3;304.0;St. Barth;0;2020-03-20;0;0;0;0
3;3;29.0;U.S. Virgin Islands;0;2020-03-20;0;0;0;0
1;2;0.0;Sudan;0;2020-03-20;1;0;0;0
2;2;0.0;Benin;0;2020-03-20;0;0;0;0
2;2;32.0;Bermuda;0;2020-03-20;0;0;0;0
2;2;3.0;Bhutan;0;2020-03-20;0;0;1;0
2;2;35.0;Greenland;0;2020-03-20;0;0;0;0
2;2;0.0;Guinea;0;2020-03-20;0;0;1;0
2;2;0.0;Haiti;0;2020-03-20;0;0;2;0
2;2;24.0;Isle of Man;0;2020-03-20;0;0;1;0
2;2;0.0;Liberia;0;2020-03-20;0;0;0;0
2;2;0.0;Mauritania;0;2020-03-20;0;0;0;0
2;2;7.0;New Caledonia;0;2020-03-20;0;0;0;0
2;2;0.0;Nicaragua;0;2020-03-20;0;0;1;0
2;2;11.0;Saint Lucia;0;2020-03-20;0;0;0;0
2;2;0.0;Zambia;0;2020-03-20;0;0;0;0
0;1;0.0;Nepal;0;2020-03-20;0;1;0;0
1;1;0.0;Angola;0;2020-03-20;0;0;1;0
1;1;10.0;Antigua and Barbuda;0;2020-03-20;0;0;0;0
1;1;2.0;Cabo Verde;0;2020-03-20;0;0;1;0
1;1;0.0;Chad;0;2020-03-20;0;0;0;0
1;1;1.0;Djibouti;0;2020-03-20;0;0;0;0
1;1;0.0;El Salvador;0;2020-03-20;0;0;0;0
1;1;1.0;Fiji;0;2020-03-20;0;0;0;0
1;1;0.0;Gambia;0;2020-03-20;0;0;0;0
1;1;1248.0;Vatican City;0;2020-03-20;0;0;0;0
1;1;200.0;Montserrat;0;2020-03-20;0;0;0;0
1;1;0.0;Niger;0;2020-03-20;0;0;0;0
1;1;0.0;Papua New Guinea;0;2020-03-20;0;0;1;0
1;1;9.0;St. Vincent Grenadines;0;2020-03-20;0;0;0;0
1;1;23.0;Sint Maarten;0;2020-03-20;0;0;0;0
1;1;0.0;Somalia;0;2020-03-20;0;0;0;0
1;1;0.0;Eswatini;0;2020-03-20;0;0;0;0
1;1;0.0;Zimbabwe;0;2020-03-20;0;0;1;0
6013;81008;56.0;China;1927;2020-03-21;3255;71740;41;7
42681;53578;886.0;Italy;2857;2020-03-21;4825;6072;6557;793
21871;25374;543.0;Spain;1612;2020-03-21;1378;2125;3803;285
23683;24142;73.0;USA;64;2020-03-21;288;171;4759;32
21920;22213;265.0;Germany;2;2020-03-21;84;209;2365;16
11419;20610;245.0;Iran;0;2020-03-21;1556;7635;966;123
12310;14459;222.0;France;1525;2020-03-21;562;1587;1847;112
6085;8799;172.0;S. Korea;59;2020-03-21;102;2612;147;8
6575;6665;770.0;Switzerland;141;2020-03-21;75;15;1050;19
4692;5018;74.0;UK;20;2020-03-21;233;93;1035;56
3493;3631;212.0;Netherlands;354;2020-03-21;136;2;637;30
2936;2953;328.0;Austria;15;2020-03-21;8;9;304;2
2485;2815;243.0;Belgium;288;2020-03-21;67;263;558;30
2129;2142;395.0;Norway;28;2020-03-21;7;6;183;0
1728;1764;175.0;Sweden;69;2020-03-21;20;16;125;4
1312;1326;229.0;Denmark;42;2020-03-21;13;1;71;4
1263;1280;126.0;Portugal;26;2020-03-21;12;5;260;6
1173;1205;32.0;Canada;1;2020-03-21;18;14;118;6
1061;1183;37.0;Malaysia;26;2020-03-21;8;114;153;5
1019;1072;42.0;Australia;2;2020-03-21;7;46;144;0
795;1046;8.0;Japan;55;2020-03-21;36;215;39;1
1008;1028;5.0;Brazil;18;2020-03-21;18;2;58;7
989;995;93.0;Czechia;7;2020-03-21;0;6;162;0
926;947;11.0;Turkey;0;2020-03-21;21;0;277;12
846;883;102.0;Israel;15;2020-03-21;1;36;178;0
777;785;159.0;Ireland;13;2020-03-21;3;5;102;0
718;734;3.0;Pakistan;0;2020-03-21;3;13;233;0
137;712;0.0;Diamond Princess;15;2020-03-21;8;567;0;0
656;670;1070.0;Luxembourg;3;2020-03-21;8;6;186;3
528;537;28.0;Chile;7;2020-03-21;1;8;103;1
518;536;14.0;Poland;3;2020-03-21;5;13;111;0
498;530;51.0;Greece;20;2020-03-21;13;19;35;3
512;523;94.0;Finland;2;2020-03-21;1;10;73;1
496;506;29.0;Ecuador;2;2020-03-21;7;3;80;0
454;481;167.0;Qatar;6;2020-03-21;0;27;11;0
467;473;1386.0;Iceland;1;2020-03-21;1;5;64;1
392;450;2.0;Indonesia;0;2020-03-21;38;20;81;6
290;432;74.0;Singapore;14;2020-03-21;2;140;47;2
366;411;6.0;Thailand;7;2020-03-21;1;44;89;0
376;392;11.0;Saudi Arabia;0;2020-03-21;0;16;48;0
382;383;184.0;Slovenia;12;2020-03-21;1;0;42;0
315;367;19.0;Romania;14;2020-03-21;0;52;59;0
304;332;0.0;India;0;2020-03-21;5;23;83;0
312;318;10.0;Peru;5;2020-03-21;5;1;55;1
184;310;182.0;Bahrain;4;2020-03-21;1;125;12;0
275;307;3.0;Philippines;1;2020-03-21;19;13;77;1
289;306;2.0;Russia;0;2020-03-21;1;16;53;0
304;306;231.0;Estonia;1;2020-03-21;0;2;23;0
242;294;3.0;Egypt;0;2020-03-21;10;42;9;2
171;273;36.0;Hong Kong;4;2020-03-21;4;98;17;0
238;240;4.0;South Africa;0;2020-03-21;0;2;38;0
218;230;34.0;Lebanon;4;2020-03-21;4;8;53;0
146;214;5.0;Iraq;0;2020-03-21;17;51;6;0
200;206;50.0;Croatia;0;2020-03-21;1;5;76;0
197;203;2.0;Mexico;1;2020-03-21;2;4;39;1
198;200;46.0;Panama;7;2020-03-21;1;1;0;0
195;196;4.0;Colombia;0;2020-03-21;0;1;51;0
171;178;33.0;Slovakia;2;2020-03-21;0;7;41;0
149;176;41.0;Kuwait;5;2020-03-21;0;27;17;0
168;171;20.0;Serbia;4;2020-03-21;1;2;36;0
157;163;23.0;Bulgaria;3;2020-03-21;3;3;36;0
159;160;54.0;Armenia;2;2020-03-21;0;1;24;0
151;158;3.0;Argentina;0;2020-03-21;4;3;0;1
123;153;6.0;Taiwan;0;2020-03-21;2;28;18;0
113;153;15.0;UAE;2;2020-03-21;2;38;13;0
127;151;4450.0;San Marino;12;2020-03-21;20;4;0;6
59;139;3.0;Algeria;0;2020-03-21;15;65;45;4
123;124;66.0;Latvia;0;2020-03-21;0;1;13;0
113;117;23.0;Costa Rica;2;2020-03-21;2;2;4;0
109;112;10.0;Dominican Republic;0;2020-03-21;3;0;40;1
110;110;32.0;Uruguay;0;2020-03-21;0;0;0;0
92;103;11.0;Hungary;6;2020-03-21;4;7;18;0
97;99;36.0;Lithuania;1;2020-03-21;1;1;30;0
98;99;10.0;Jordan;0;2020-03-21;0;1;15;0
90;96;3.0;Morocco;1;2020-03-21;3;3;10;0
77;94;1.0;Vietnam;2;2020-03-21;0;17;3;0
90;93;28.0;Bosnia and Herzegovina;1;2020-03-21;1;2;4;1
89;92;1883.0;Faeroe Islands;0;2020-03-21;0;3;12;0
87;88;1139.0;Andorra;2;2020-03-21;0;1;13;0
84;85;41.0;North Macedonia;1;2020-03-21;0;1;9;0
84;84;70.0;Cyprus;1;2020-03-21;0;0;9;0
82;83;190.0;Brunei;2;2020-03-21;0;1;5;0
78;80;20.0;Moldova;3;2020-03-21;1;1;14;0
74;77;4.0;Sri Lanka;2;2020-03-21;0;3;4;0
72;76;26.0;Albania;2;2020-03-21;2;2;6;0
61;76;8.0;Belarus;0;2020-03-21;0;15;7;0
71;73;165.0;Malta;1;2020-03-21;0;2;9;0
55;70;2.0;Venezuela;2;2020-03-21;0;15;5;0
56;64;3.0;Burkina Faso;0;2020-03-21;3;5;24;2
58;60;5.0;Tunisia;7;2020-03-21;1;1;6;0
41;53;5.0;Azerbaijan;0;2020-03-21;1;11;9;0
51;53;3.0;Cambodia;0;2020-03-21;0;2;2;0
53;53;3.0;Kazakhstan;0;2020-03-21;0;0;1;0
52;52;11.0;New Zealand;0;2020-03-21;0;0;0;0
39;52;10.0;Oman;0;2020-03-21;0;13;4;0
35;52;10.0;Palestine;0;2020-03-21;0;17;4;0
50;51;127.0;Guadeloupe;4;2020-03-21;1;0;0;0
48;49;12.0;Georgia;1;2020-03-21;0;1;5;0
49;49;35.0;Trinidad and Tobago;0;2020-03-21;0;0;40;0
43;47;1.0;Ukraine;0;2020-03-21;3;1;6;0
42;47;3.0;Senegal;0;2020-03-21;0;5;0;0
45;45;50.0;Réunion;0;2020-03-21;0;0;7;0
41;41;1.0;Uzbekistan;0;2020-03-21;0;0;8;0
37;37;970.0;Liechtenstein;0;2020-03-21;0;0;9;0
31;32;85.0;Martinique;7;2020-03-21;1;0;0;0
32;32;184.0;Channel Islands;0;2020-03-21;0;0;20;0
25;27;1.0;Cameroon;0;2020-03-21;0;2;0;0
19;24;0.0;Bangladesh;0;2020-03-21;2;3;4;1
23;24;0.0;Afghanistan;0;2020-03-21;0;1;0;0
24;24;2.0;Honduras;0;2020-03-21;0;0;0;0
23;23;0.0;DRC;0;2020-03-21;0;0;5;0
21;22;0.0;Nigeria;0;2020-03-21;0;1;10;0
20;21;2.0;Cuba;0;2020-03-21;1;0;0;0
16;19;6.0;Jamaica;0;2020-03-21;1;2;0;0
19;19;2.0;Bolivia;0;2020-03-21;0;0;3;0
19;19;0.0;Ghana;0;2020-03-21;0;0;3;0
17;18;3.0;Paraguay;1;2020-03-21;1;0;0;1
8;18;28.0;Macao;0;2020-03-21;0;10;1;0
17;18;459.0;Monaco;0;2020-03-21;0;1;7;0
18;18;60.0;French Guiana;0;2020-03-21;0;0;3;0
16;17;0.0;Guatemala;0;2020-03-21;1;0;5;0
17;17;6.0;Puerto Rico;0;2020-03-21;0;0;3;0
17;17;1.0;Rwanda;0;2020-03-21;0;0;0;0
16;16;2.0;Togo;0;2020-03-21;0;0;7;0
15;15;53.0;French Polynesia;0;2020-03-21;0;0;4;0
15;15;89.0;Guam;0;2020-03-21;0;0;1;0
13;14;11.0;Mauritius;0;2020-03-21;1;0;2;1
13;14;0.0;Ivory Coast;0;2020-03-21;0;1;5;0
14;14;2.0;Kyrgyzstan;0;2020-03-21;0;0;8;0
14;14;22.0;Montenegro;0;2020-03-21;0;0;0;0
10;13;24.0;Maldives;0;2020-03-21;0;3;0;0
8;10;297.0;Gibraltar;0;2020-03-21;0;2;0;0
10;10;3.0;Mongolia;0;2020-03-21;0;0;4;0
9;9;0.0;Ethiopia;0;2020-03-21;0;0;0;0
7;7;0.0;Kenya;0;2020-03-21;0;0;0;0
7;7;26.0;Mayotte;0;2020-03-21;0;0;0;0
7;7;71.0;Seychelles;0;2020-03-21;0;0;0;0
6;6;21.0;Barbados;0;2020-03-21;0;0;0;0
6;6;4.0;Equatorial Guinea;0;2020-03-21;0;0;0;0
6;6;0.0;Tanzania;0;2020-03-21;0;0;0;0
6;6;57.0;U.S. Virgin Islands;0;2020-03-21;0;0;3;0
4;5;6.0;Guyana;0;2020-03-21;1;0;0;0
4;5;47.0;Aruba;0;2020-03-21;0;1;0;0
3;4;2.0;Gabon;0;2020-03-21;1;0;0;0
4;4;10.0;Bahamas;0;2020-03-21;0;0;0;0
4;4;14.0;New Caledonia;0;2020-03-21;0;0;2;0
4;4;103.0;Saint Martin;0;2020-03-21;0;0;0;0
4;4;7.0;Suriname;0;2020-03-21;0;0;0;0
2;3;46.0;Cayman Islands;0;2020-03-21;1;0;0;0
2;3;18.0;Curaçao;0;2020-03-21;1;0;0;0
3;3;5.0;Cabo Verde;0;2020-03-21;0;0;2;0
3;3;0.0;CAR;0;2020-03-21;0;0;0;0
3;3;0.0;Congo;0;2020-03-21;0;0;0;0
3;3;0.0;El Salvador;0;2020-03-21;0;0;2;0
3;3;0.0;Liberia;0;2020-03-21;0;0;1;0
3;3;0.0;Madagascar;0;2020-03-21;0;0;0;0
3;3;1.0;Namibia;0;2020-03-21;0;0;0;0
3;3;304.0;St. Barth;0;2020-03-21;0;0;0;0
3;3;0.0;Zimbabwe;0;2020-03-21;0;0;2;0
1;2;0.0;Sudan;0;2020-03-21;1;0;0;0
2;2;0.0;Angola;0;2020-03-21;0;0;1;0
2;2;0.0;Benin;0;2020-03-21;0;0;0;0
2;2;32.0;Bermuda;0;2020-03-21;0;0;0;0
2;2;3.0;Bhutan;0;2020-03-21;0;0;0;0
2;2;2.0;Fiji;0;2020-03-21;0;0;1;0
2;2;35.0;Greenland;0;2020-03-21;0;0;0;0
2;2;0.0;Guinea;0;2020-03-21;0;0;0;0
2;2;0.0;Haiti;0;2020-03-21;0;0;0;0
2;2;24.0;Isle of Man;0;2020-03-21;0;0;0;0
2;2;0.0;Mauritania;0;2020-03-21;0;0;0;0
2;2;0.0;Nicaragua;0;2020-03-21;0;0;0;0
2;2;11.0;Saint Lucia;0;2020-03-21;0;0;0;0
2;2;0.0;Zambia;0;2020-03-21;0;0;0;0
0;1;0.0;Nepal;0;2020-03-21;0;1;0;0
1;1;10.0;Antigua and Barbuda;0;2020-03-21;0;0;0;0
1;1;0.0;Chad;0;2020-03-21;0;0;0;0
1;1;1.0;Djibouti;0;2020-03-21;0;0;0;0
1;1;0.0;Eritrea;0;2020-03-21;0;0;1;0
1;1;0.0;Gambia;0;2020-03-21;0;0;0;0
1;1;1248.0;Vatican City;0;2020-03-21;0;0;0;0
1;1;200.0;Montserrat;0;2020-03-21;0;0;0;0
1;1;0.0;Niger;0;2020-03-21;0;0;0;0
1;1;0.0;Papua New Guinea;0;2020-03-21;0;0;0;0
1;1;9.0;St. Vincent Grenadines;0;2020-03-21;0;0;0;0
1;1;23.0;Sint Maarten;0;2020-03-21;0;0;0;0
1;1;0.0;Somalia;0;2020-03-21;0;0;0;0
1;1;0.0;Eswatini;0;2020-03-21;0;0;0;0
1;1;0.0;Timor-Leste;0;2020-03-21;0;0;1;0
